unique_id,model_version,window,cutoff,ds,lead,yhat,y
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,21.773589663548456,30
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,21.773589663548456,36
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,21.773589663548456,13
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,21.773589663548456,9
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,21.773589663548456,9
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,22.98323353374559,11
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,23.225822420348067,12
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,23.935462228871536,8
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,24.817317322425918,9
CA-SC-10-R-90-DG-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,26.123491918343074,13
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.2038307525092016,3
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,3.2038307525092016,1
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,2.402873064381901,4
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,2.402873064381901,3
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,2.408103987888063,3
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,2.4082471817155735,2
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,2.5687969938299453,3
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,2.550184440180132,1
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,2.556583630148122,4
CA-SC-10-R-91-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,2.5673032522134327,5
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,3.928623193808028,4
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,3.928623193808028,9
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,3.9160703803639696,5
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,3.8968002109459765,8
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,3.864721654767892,8
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,4.079428413366108,2
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,4.074405796505279,3
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,4.062086356421052,3
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,4.062086356421052,3
CA-SC-10-R-91-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,4.275880375180055,2
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,26.63542786405055,44
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,27.206798806529196,34
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,27.511079901372035,35
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,25.099546571730272,27
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,24.42462695724262,20
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,24.251428904372702,36
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,32.2855135464474,40
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,32.85725732044019,65
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,33.51420817435424,31
CC-CC-03-CHCV15-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,33.64070553338718,17
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,26.967660904362276,12
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,28.153709690070446,17
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,21.175445426103572,21
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,21.58852711446318,10
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,21.590755252778273,7
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,21.62228065581497,7
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,23.829550990576447,4
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,23.772466463016436,16
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,23.772466463016436,12
CC-CC-03-CHCV15-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,23.309189045094982,10
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,12.81843343084666,5
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,12.86295699579521,8
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,12.69753385741933,12
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,12.69753385741933,8
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,12.69753385741933,22
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,13.643007008622789,15
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,13.691188006708991,7
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,13.691188006708991,4
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,13.44034858189261,17
CC-CC-03-CHCV15-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,14.192620241694543,23
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,13.008876984610048,12
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,13.179038541130987,9
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,12.835515928729093,12
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,11.67577658303708,11
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,11.843874924808256,19
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,12.705813534194775,9
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,15.986246282122428,16
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,16.143893224887282,17
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,16.23045056361845,9
CC-CC-03-MZMX38-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,16.20292730411239,11
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,9.071777623080143,9
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,9.073015639271441,12
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,6.824339833992001,4
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,6.853325049808989,4
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,6.768491842760705,4
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,6.782049277496542,5
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,7.2174562348943105,2
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,7.230939147244979,8
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,7.230939147244979,6
CC-CC-03-MZMX38-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,7.344962347329804,1
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,5.543273707012314,1
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,5.566371831026012,7
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,5.607971236683362,5
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,5.5778937742126065,3
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,5.5778937742126065,4
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,5.877806222750339,6
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,5.899480113334037,6
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,5.899480113334037,4
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,5.869821140912236,3
CC-CC-03-MZMX38-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,6.198950255779858,3
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.8873254092090197,1
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-29,2,4.043819153682077,4
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.1361286200839924,5
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.135000665143985,0
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.1846027565160906,4
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.3005377281867583,3
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-02,7,3.6061282926254807,3
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-09,8,3.7759739975992463,1
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-16,9,3.7473773484558075,7
CC-CC-15-CHCV20-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-23,10,3.7473773484558075,3
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-02,1,3.6643292356779944,5
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-09,2,3.6643292356779944,3
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-16,3,3.726658808171465,2
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-23,4,3.79815665600151,6
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-30,5,3.805677187855966,3
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-06,6,4.017103698292408,2
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-13,7,4.021254818411444,5
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-20,8,4.00213653659176,3
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-27,9,4.00213653659176,5
CC-CC-15-CHCV20-BKRD-STR,v11,Mar-May,2026-02-23,2026-05-04,10,4.353908851953345,3
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.878396583152303,3
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-29,2,4.007677939044044,6
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.0199799781903156,4
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.0991482608501277,5
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.2331537448037984,2
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.353859456711475,4
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-02,7,3.609648404966183,3
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-09,8,3.6582650978975835,1
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-16,9,3.6100859510400114,2
CC-CC-15-CHCV21-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-23,10,3.6100859510400114,2
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-02,1,3.060348376775919,3
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-09,2,3.2838403838552632,5
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-16,3,3.2838403838552632,3
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-23,4,3.4828722769218277,1
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-30,5,3.807236867960447,2
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-06,6,4.251313176109572,3
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-13,7,4.771005791470328,2
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-20,8,4.923633764584278,8
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-27,9,4.933511429545496,4
CC-CC-15-CHCV21-BKRD-STR,v11,Mar-May,2026-02-23,2026-05-04,10,5.193169925837365,3
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-10-13,1,6.26161626490089,2
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-10-20,2,6.26161626490089,14
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-10-27,3,6.338865708974974,8
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-11-03,4,6.248188204043653,6
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-11-10,5,6.248188204043653,6
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-11-17,6,6.248188204043653,4
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-11-24,7,7.872717137095003,9
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-12-01,8,7.872717137095003,8
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-12-08,9,7.898630038605014,7
CC-CC-15-DGCH05-BKRD-STR,v11,Oct-Dec,2025-10-06,2025-12-15,10,7.898630038605014,5
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-22,1,5.31744664456305,5
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2025-12-29,2,5.5076564729161275,1
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.267555883940329,1
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-12,4,4.264031783440435,2
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.441677570414409,1
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.6253839128891485,2
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.04366052153513,10
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.2441455217744135,5
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.200426756412081,7
CC-CC-15-DGCH05-BKRD-STR,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.200426756412081,5
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-02,1,4.4247197684564945,7
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-09,2,4.402446650511163,3
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-16,3,4.472310943262808,1
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-23,4,4.595717744395869,7
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-03-30,5,4.626050964463986,2
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-06,6,4.833891478863843,5
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-13,7,4.828404809243269,6
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-20,8,4.827453291067572,3
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-04-27,9,5.038596847714759,2
CC-CC-15-DGCH05-BKRD-STR,v11,Mar-May,2026-02-23,2026-05-04,10,5.305749796864502,3
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,44.03245378757756,64
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,44.06098869727468,41
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,44.15820401134002,55
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,40.613165070400825,43
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,41.55118005891125,84
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,41.481901355754964,52
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,52.36119919178432,48
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,52.579121330841225,52
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,52.485939201790664,34
CC-CN-03-B-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,52.40840743230122,29
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,38.38471534088052,28
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,38.75892518332259,27
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,30.27068414712651,19
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,30.494709249493397,38
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,30.472488770187113,14
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,30.791396635665798,27
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,33.60988923426846,18
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,33.788372353505345,29
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,33.788372353505345,30
CC-CN-03-B-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,33.782546556753076,24
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,25.202576103915643,35
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,25.44787092989083,27
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,25.57277983789976,33
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,25.60323159503354,34
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,25.60323159503354,45
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,27.540925350326283,43
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,27.638018716547858,37
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,27.638018716547858,41
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,27.53011481790022,39
CC-CN-03-B-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,28.979068229368654,40
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,107.13100359493635,117
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,107.42223827203341,89
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,107.42223827203341,81
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,98.89874413006514,108
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,103.84517062674514,158
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,104.06288066283133,87
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,131.74694016065303,107
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,130.59674648700846,138
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,131.14636794916646,96
CC-CN-03-D-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,135.59070745997204,83
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,84.23233772060902,71
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,86.37968947449131,67
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,64.96262512387983,91
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,64.90608156071535,42
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,65.23508248660843,69
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,64.4806243154863,63
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,69.6538348160718,46
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,70.53969628376272,62
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,70.53969628376272,70
CC-CN-03-D-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,68.83408246040219,53
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,64.4178443894479,64
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,64.87947812468401,61
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,65.0440327070135,65
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,64.70072356577785,70
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,64.70072356577785,111
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,69.60814824598478,89
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,69.85553762501766,61
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,69.85553762501766,84
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,70.18217938243882,89
CC-CN-03-D-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,74.10644354467341,88
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,27.17178594954665,29
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,27.651881949870084,19
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,27.579039684145517,37
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,24.598442962677055,29
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,24.620003221492667,30
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,24.47944808432987,32
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,31.302040754389232,24
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,32.38514730878795,45
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,32.38544881650709,26
CC-CN-03-F-GR-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,34.04886348510705,31
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,28.65069469906339,20
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,28.554863297031595,28
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,21.18291591838979,21
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,21.020265035273425,19
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,21.335460492775304,22
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,21.299759947477,21
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,22.879295406306266,17
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,23.033862633121792,15
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,22.87144983500062,29
CC-CN-03-F-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,22.614671932092676,25
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,22.368025350230543,13
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,22.454218421656115,19
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,22.34513728777999,35
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,22.553535470393914,25
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,22.553535470393914,31
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,23.726092266378657,30
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,23.73724252686405,16
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,24.06907354623823,31
CC-CN-03-F-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,23.841329497619306,31
